article,label
"Unang tumapos si Acuna sa ikalimang puwesto sa likod ng karibal mula sa Myanmar, dalawang Vietnamese at isang Thai shooter bago nito nagawang makipaglaban para sa unang tatlong puwesto. Nakatakda pang sumagupa ang 3rd year high school student mula sa St. Paul College sa Pasig sa isa pang event na 50m air rifle three positions kung saan huli nitong nagawang makapag-uwi ng tansong medalya sa isinagawa noong 2013 edisyon ng torneo sa Malaysaia. Ang torneo ay parte ng paghahanda ni Acuna para naman sa mas matatas na kompetisyon na kinabibilangan ng isang qualifying tournament para sa 2016 Olympics sa Rio de Janeiro, Brazil. Si Acuna, na national record holder sa ilang events kabilang ang 50m air rifle prone, ay regular na lumalahok sa SEASA at ISFF World Cup.",0
"Naaalala ko pa na ilang dekada na ang lumipas nang tanggapin ng pamahalaan ang programan liberalisasyon na ipinatutupad sa mga bansang Kanluranin, nang walang proteksiyon para sa mga industriyang Pilipino. Ang resulta, maraming lokal na industriya ang bumagsak dahil sa kumpetisyon sa mas makabagong industriyang ibang bansa. Ang bigas ang pinakamahalagang produkto ng ating agrikultura dahil ito rin ang ating pangunahing pagkain. Kabilang ang Pilipinas sa mga pangunahing nagtatanim ng palay, ngunit isa rin ang ating bansa sa pinakamalakas umangkat nito. Malaki ang ginugugol ng pamahalaan upang pataasin ang produksiyon ng palay, sa layuning magkaroon ng sapat para sa ating pangangailangan. Ang bumabangong tanong sa aking isipan ay kung paano ito maaapektuhan ng ASEAN economic integration, at sa huli, ano ang magiging epekto sa ating mga magsasaka. Bilang kaanib ng World Trade Organization (WTO), obligado ang Pilipinas na umangkat ng 350,000 metro tonelada ng bigas bawat taon, sapat man o hindi ang lokal na produksiyon. Sa kasalukuyan, umaangkat pa ang bansa ng karagdagang bigas upang mapunuan ang pangangailangan. Walang kapangyarihan ang mga magsasaka, kaya inaasahan ko na itataguyod ng pamahalaan ang kanilang kapakanan habang ipinatutupad ang integrasyon sa rehiyon.",0
"In fairness, cute naman ang puppy na ibinigay at sa tuwing lalabas ang magkasintahan ay dala-dala nila with matching stroller pa. Heto na ang siste, naghiwalay na sina TV host/actor at TV host/actress dahil babaero raw ang una bukod pa sa hindi rin boto ang pamilya ng huli. Siyempre, naiwan si Puppy kay TV host/actress. Ito ang naging kasa-kasama niya noong nalulumbay siya hanggang sa naka-move on na siya. ""Sobrang love ni _____ (TV host/actress) si _____ (puppy) kasi first baby niya kay _____ (TV host/actor), kaya maski nasaan siya, kasama 'yan. Ang problema 'pag nagpunta ng _____ (ibang bansa) siya, paano saan niya iiwan? Hindi pa kasi napapagawan ng passport.""",0
"""No one knows what exactly was said to Adam, but it was something like, 'You've had enough, it's time to stop drinking',"" sabi ng isang insider sa Daily Mail noong Biyernes. ""Whatever it was, the next thing the other man has blood over his face and a cut eyebrow. It's ironic because they work together and we all thought they were friends."" Sinikap ni Mark Flanagan, namamahala sa royal kitchens, na sagipin si Steele sa pagkakasibak, ngunit nabigo ito. Dagdag ng insider: ""Mark wanted to keep him because the tragedy is Adam is a very good chef, and popular with the royals.""",0
Sinabi ni Communications Secretary Sonny Coloma na hindi pa tinatalakay ang usapin ng diborsiyo sa gabinete at hindi pa nagbabago ang pagkontra rito ng Pangulong Aquino.,0
"ARESTADO ang apat katao na nahulihan ng P3.5 milyong halaga ng shabu sa isang apartelle sa Quezon City kaninang ng umaga. Kinilala ang mga nahuli na sina Joshua Salazar ang kanyang tiyahin na si Mineya Amorine, Ruby Balani at Mary Jane Duran. Nagsagawa ng buybust operation ang pulisya laban sa mga suspek na nag-check in sa isang apartelle sa Araneta Ave., Brgy. Dona Imelda. Matapos makabili ang police poseur buyer ay pinasok na ng mga pulis ang kuwarto at nahuli ang mga suspek. Narekober sa mga suspek ang kalahating kilo ng shabu. Sa mga suspek umano kumukuha ng ipinagbabawal na gamot ang mga nagbebenta sa Maynila at mga karatig na probinsya. Ayon kay Salazar nautusan lamang siya ng isang Kristie upang dalhin ang isang plastic container kapalit ng P500.",0
"Suddenly, a-appear in this cycle ang someone lost a long time ago. Create the time na mag-usap kayo and enjoy happy times together. CAPRICORN [Dec 22 - Jan 19]",0
"Naaresto na ng otoridad ang road rage suspect sa viral video na nanakit ng kapwa niya motorista sa may Pampanga na nagpakilalang anak pa ng kongresista. Ayon sa ulat, kinilala ang suspek na si Jojo Valerio at walang koneksyon ito kay Congressman Jon Lazatin. Nagtatrabaho ito bilang entertainer at lead vocalist ng isang banda. Hindi pa malaman kung saan nakuha ng suspek ang numero 8 plaka na karaniwang ginagamit lang ng mga miyembro ng kongreso. Si Valerio ay nasakote sa isang bar sa Tarlac ng mga operatiba ng Police Regional Office 3 and the Criminal Investigation and Detection Group. Mahaharap sa kasong usurpation of authority, serious physical injury, grave threats, at paglabag sa batas trapiko ang mokong na suspek. Source: GMA News | News5",1
"Magugunitang nilinis ng Duterte Government ang Boracay noong 2018 na inabot pa nga ng anim na buwan. Nitong mga nagdaang araw naging laman ng social media ang resulta sa paglilinis sa Manila Bay na pinangunahan ng ating pamahalaan. Matapos makita ang ikinaganda ng Manila Bay ay tila nahahawa na ang ilang kababayan natin at sinisimulan na rin linisin ang kanilang kapaligiran. Tulad na lamang ng nangyari sa Baseco, TOndo kung saan maraming Pilipino ang nakilahok para linisin ang lugar. ""Along side with the Manila Bay Cleanup or Rehabilitation na Naganap sa Roxas Blvd ay nagkakaroon rin ng Clean-up sa Kahabaan ng BASECO Tondo Linggo Linggo na pinangungunahan ni Pasig River Rehabilitation Commission - PRRC Executive Director Pepeton Goitia... Saludo kami sa inyo...,"" sabi ni Benjamin Cruz Cruz, original poster ng paglilinis sa Baseco, Tondo. Basahin ang ilang komento mula sa mga kababayan natin. ""Tuloy tuloy na sana eto. Wag mag sasawa. Pag luminis na ang Manila Bay tayo naman lahat ang makikinabang,"" sabi ni M Fainsan ""Bayanihan at its best! Mabuhay ang Pilipino! Nakaka proud naman,"" sabi ni N. Crisostomo ""Woww yan ang pinoy kahit nagsisiraan nagtutulungan parin good job God bless sa atin MABUHAY PHILIPPINES,"" sabi ni M. Acabo. ""kailangan po ng educational campaign sa mga residente jan na sila din makikinabang kapag malinis ang dalampasigan. Ilang beses na rin akong nakapunta sa lugar na yan at masarap paliguan kapag mahal na araw (minus the basura). At marami po sa mga nanjan, nasa dagat ang kabuhayan. BTW, masarap ung tahong sa Breakwater Jan!,"" sabi ni J. Gotis. ""Wow mabuhay po kyo lahat ng tumulong tulong sa paglilinis ng lugar nyo..sinu pa nga ba ung magtutulungan kundi tyo tyo lng mga pilipino..dahil kay digong..naging maayos ang kapaligiran ntin kasama kasi kyo sa pag babago ng bansa ntin..,"" sabi ni C. Dionaldo. Source: Benjamin Cruz Cruz",1
Kinumpirma ni PNP chief Police General Oscar Albayalde na nasa unang drug watchlist ni Pangulong Duterte ang pulis na pinatay sa pamamaril sa EDSA-Connecticut kahapon.,1
"Isang OFW mula Hong Kong ang naperwisyo matapos holdapin ng isang taxi driver paglapag pa lang niya sa Ninoy Aquino International Airport (NAIA). Kuwento ng biktimang si Karen Mitschek, sumakay siya sa isang puting taxi sa NAIA Terminal 2, pero nang makalayo sa paliparan ay binantaan siyang babarilin ng taxi driver kung hindi ibibigay ang mga gamit niya. ""Sabi niya 'yung cellphone ko ibigay ko... Sabi niya pagbaba ko 'wag ako sisigaw kasi pag sumigaw ako at humingi ng tulong babarilin ako. Kakauwi ko nga lang po. Eight days lang po ako dito sa Pilipinas. Sabi ko sa driver 'parang awa niyo na kararating ko lang po, hindi ko pa nakikita anak ko.' Basta buhay ako kahit ano ibibigay mo na,"" sabi ni Mitschek. Ayon sa pamunuan ng NAIA, hindi na muna nila papayagan sa palipara ang mga taxi mula sa kaparehang operator ng holdaper. ""Nagbigay na ako ng kautusan na i-ban 'yung buong fleet ng taxi na 'yon dahil pasaway at peste 'yan sa mga mananakay. Hindi ko nilalahat. May ilan talagang ganu'ng pangyayari but definitely we will act on it,"" ani Ed Monreal, general manager ng Manila International Airport Authority (MIAA). Naaresto naman sa isang follow-up operation ang suspek na si Orestes Quizon sa bahay nito sa Barangay CAA, Las Pinas City. Ayon kay Simnar Gran, hepe ng Las Pinas Police, natunton nila ang suspek matapos makuha ang detalye ng operator at plate number nito na naunang nailista sa NAIA Terminal 2. Dalawang araw pa lang na nagmamaneho ang suspek para sa operator nito, pero hindi inuwi ng driver ang taxi sa garahe sa nakaraang dalawang araw. Iniwan na lang umano ang taxi malapit sa bahay ng suspek. Umaasa naman ang taxi operator na aalisin ng NAIA ang ban na ipinataw nito sa kanila. Nagbigay naman ng paalala ang Las Pinas Police sa mga sasakay ng taxi. ""Dapat pagsakay ng taxi, text agad sa mag-anak, i-text ang plate number ng taxi at kung makikita natin mga ID ay maaari itong picture-an at i-send sa kamag-anak at kung may mangyari alam ng kamag-anak natin. Kung kayo ay ma-holdap agad ibigay alam sa himpilan para maireport agad,"" sabi ni Gran.",1
"Sinabi ni ABAP Executive Director Ed Picson na pinaghahandaan ngayon ng mga boksingero ang World Junior and Youth Championships sa Mayo sa Chinese Taipei at maging ang World Men's Championships sa Doha, Qatar sa Oktubre 11 hanggang 27.",0
"MAYNILA, Pilipinas  -  Isa lamang biro ang panukala ni Pangulong Rodrigo Duterte na gawing probinsiya na lamang ng China ang Pilipinas; ito ang iginiit ni Presidential Spokesperson Harry Roque. Ayon kay Roque, hindi dapat seryosohin ang binitawang salita ni Duterte dahil naniniwala pa rin umano ang Pangulo na mayroong karapatan ang Pilipinas sa West Philippine Sea at sa Benham Rise. ""So iyong biro niya is, you know, it's just to emphasize na its ours but we're one with China. Take it in that spirit,"" paliwanag ni Roque. ""But he was very firm that we have title over the disputed area in West Philippine Sea, and we have rights in Benham - exclusive rights in Philippine Rise,"" dagdag pa nito. Ginawa ng Pangulo ang nasabing 'biro' sa kanyang talumpati sa harap ng mga Filipino-Chinese businessman nitong Lunes matapos sabihing siniguro sa kanya ni Chinese President Xi Jinping na hindi magtatayo ng anumang istruktura ang Beijing sa Scarborough Shoal. ""Kung gusto n'yo gawin n'yo na lang kaming province, parang Fujian, Philippines province of China. Eh, 'di wala tayong problema, libre na lahat,"" wika ng Pangulo. Subalit hindi ito pinalampas ng ilang mambabatas sa oposisyon na nagsabing wala sa lugar ang mga ganitong banat ng Pangulo. ""Such irresponsible banter is a slap in the face of the many Filipinos, including our soldiers stationed in our occupied islands, who work tirelessly to defend our territorial integrity from China,"" ani Magdalo Rep. Gary Alejano. Para naman kay Akbayan Rep. Tom Villarin, ang mga ganitong biro umano ang nagpapakita na tuluyan nang yumuko ang Pilipinas sa China at nakumpromiso na ang kasarinlan ng bansa. ""With him as President, we will become inutile to assert our rights even through diplomacy and will be sold to China for a pittance. The joke is on us if we don't call him out for such irresponsible statements,"" paliwanag pa ni Villarin.",1
"Kabilang sa mga respondent sa kaso ang 119 importer at opisyal ng iba't ibang kooperatiba ng mga magsasaka na pinangungunahan ni Lilia Matabang Cruz, alias ""Leah Cruz,"" na tinaguriang ""Janet Lim Napoles"" ng Department of Agriculture (DA). Malaking bulto ng dokumento laban sa mga respondent ang iprinisinta sa mga mamamahayag sa isinagawang pulong-balitaan na pinangunahan ni Justice Secretary Leila de Lima. ""The NBI's investigation revealed the presence of collusion among the Bureau of Plant Industry (BPI) Officials and importers of Vieva (Vegetable Importers and Exporters Incorporated) and that their complementary acts brought about unreasonable increase of garlic cartel activity,"" pahayag ni De Lima.",0
"Ang lindol na tectonic ay lumikha ng lalim na 13 kilometro. Naitala ang intensity 4 sa Baguio City at La Trinidad sa Benguet, intensity 3 sa Itogon, Benguet, intensity 2 sa Dagupan City, Pangasinan at intensity 1 naman sa Palayan City, Nueva Ecija.",0
"Bayan Muna, Harapang Binutata ni DU30 Official Ronald Cardema! Naging mainit ang tagpo nang magkaharap sina Bayan Muna Representative Carlos Zarate at si National Youth Commission Chairman (NYC) Ronald Cardema sa programa ng ABS-CBN News Channel. Sa kanilang diskusyon, napag-usapan ang mga kabataang nahihikayat sa armed rebellion ng mga makakaliwang grupo at ang layunin ng Duterte Youth Partylist. Ibinunyag din ni Cardema na may mga miyembro ng Kabataan patylist dahil naging miyembro ng New People's Army (NPA). ""Isa lang naman ang youth party list sa kongreso at ito ay Kabataan party list. At sa aming datos, nakita namin na mayroong miyembro ng Kabataan partylist na napatay na as NPA,"" sabi ni Cardema. Para kay Cardema, dapat ay mayrong tumapat sa mga youth group ng mga makakaliwa sa kongreso. Hindi rin daw maaari na puro makakaliwang kabataan daw ang nagsasalita. ""Sinusuportahan namin ang Duterte Youth Partylist dahil walang ibang kabataan na gustong lumaban sa kanilang hanay. Hindi pwede na sila lang ang nagsasalita dahil dinadala niyo sa armed rebellion ang iba niyo pong miyembro. Ngayon, kung walang haharang diyan na hardliner na pro-military at pro-government, ano pang mangyayari?"" banat pa ni Cardema. Sinisiraan din daw ng mga makakaliwa ang mga dating miyembro nito na nag balik loob sa gobyerno.. ""NPA fighters surrendering to the government. They are telling us that they are member of your organization. Sinungaling ba sila? Sila na nakasama ninyo sa makabayang pag-aklas, sa makabayang adbokasiya. Ngayon na ayaw na nilang lumaban at gusto na nilang bumalik sa gobyerno, gusto nila ng kapayapaan, sila pa ang sisiraan ninyo? "" buwelta ni Cardema. Ito po ang ilang reaksyon mula sa mga kababayan natin. ""laglag salawal ni bigote hahaha upakan nio pa sir nuon pa nmn alam ng lahat NPA member yan sila. at lahat naka upong presidente tlgang kontra yan sila mga kampon ng kadiliman yan at kamag anak ni Pinocchio sa pgsisinungaling,"" sabi ni Z. Centi. ""Go Duterte youth. Parang kinkakabhan c zarate!"" sabi ni J. Racaza. ""At least some one tell the real score of bayan party group,"" sabi ni A. Miranda. Source: ANC 24/7",1
"Umaasa ang kampo ni Belmonte na matukoy at mahubaran ng maskara ang tunay na utak ng pananambang kasabay ng pagsasampa ng kaso. Nadakip ng Special Investigation Task Group (SITG) Belmonte noong Sabado ng matunton ng pulisya ang pinagtataguan ng suspek na si Dominador Tumala 62, ng Bgy. Osmena, Zamboaga del Norte. Naniniwala si Belmonte, na susunod na ang utak ng pananambang sa oras na ikanta ni Tumala. Sinabi ng pulisya ang pagkahuli ni Tumala ay magbibigay daan upang malaman ang kung sino ang nag-utos sa kanya upang makamit ng mga biktima ang hustisya. Ipinagharap na ng kasong multiple murder, multiple frustrated murder si Tumala sa provincial prosecutor's office sa Misamis Oriental.",0
"Noong araw na nawala si Analiza, may lakad ang babae at ibinilin na lamang nito sa lola ang bata. Dalawa lamang sila sa bahay noong araw na iyon. Marahil, dala ng katandaan, nalingat si Lola at nakalabas ng bahay si Analiza. Ngayon, nawawala si Analiza at hindi na mahagilap, dahilan ng pagdulog ng babae sa estasyon ng TV. Nakalulungkot ang mga balitang ganito. Na dahil sa kapabayaan, nangyayari ang hindi dapat. Kung pinaglalaanan ng mga magulang ang batang may diperensiya ng higit pang atensiyon at pagmamahal, hindi mawawala ito o gumala nang walang kasama. May kilala akong pamilya na may anak na may diperensiya sa pag-iisip. Dahil hindi naman siyempre mapigilan ang bata na tumuklas ng kanyang kapaligiran, madalas din itong nakaaalpas at gumala sa komunidad. Nangyari rin na halos maloka ang ina sa kahahanap. At nang matagpuan, lalo nilang hinigpitan ang pagbabanta... At naulit ang paggala ng bata. Kaya nagpasya ang ina na magpagawa ng espesyal na bangle (pulseras na malaki) na gawa sa silver at de-susi. Ang naturang bangle ay at naaalis lamang sa pamamagitan ng susi na nasa ina ng bata. Nakaukit sa bangle ang pangalan ng bata, ang address, telephone number ang pangalan ng mga magulang. Sa gayong paraan nagkakaroon ng pag-asa na may mabubuting puso na makapagsasauli sa bata sa naturang address. Inuulit ko, kung mahal natin ang ating mga anak, maging anuman ang kalagayan ng kanilang kalusugan, subaybayan natin sila sa lahat ng sandali.",0
"Ang mga tweet ng Santo Papa ay tungkol sa pakikihalubilo niya sa mga batang lansangan sa Tulay ng Kabataan matapos ang isang misa sa Manila Cathedral, at kahalagahan ng pamilya matapos ang kanyang Meeting with Families sa Mall of Asia Arena nitong Biyernes.",0
"BLANTYRE, Malawi (AP) -- Bumiyahe patungong Malawi si Madonna sa unang pagkakataon upang gawin ang isang misyon. Inilunsad ni Madonna ang 50-bed pediatrics ward sa Queen Elizabeth Central Hospital sa Blantyre noong Huwebes. Ayon kay Sarah Ezzy, director ng Raising Malawi, ang bagong pasilidad ay unang pediatric intensive care unit sa bansa.",0
"ANG FOCUS NG ADMINISTRASYON Gagastos ng 8 Trillion WATCH THE FULL VIDEO BELOW Golden age of infrastructure - Ito ang pangakong kinabukasan ng pilipinas. Sa kauna-unahang pagkakataon, ibat ibang ahensya ng gobyerno ang magtutulong-tulong upang isakatuparan ang pangakong kinabukasan ng  Pangulong Duterte. Dito inaasahan na gagastos ng mahigit walong Trillion piso ang pamahalaan upang masuportahan ang BUILD BUILD BUILD project ng pamahalaan. Video Courtesy : Asian Blog",1
"Magsa-side trip din ang dalawa sa bayan ng Maria Aurora para makita ang Millenium Tree, na sinasabing pinakamalaki at pinakamatandang puno ng Balete sa Asya. Madidiskubre rin nila ang Dicasalarin Cove na bukod sa may private beach at light house, ay artist's haven din. Gutom naman ang magdadala kay Iya sa Kusina Luntian, isang bahay kubo na pag-aari ni Biboy Cruz. Isa siyang city-boy-turned-surfer na nagtayo ng maliit na kainan para sa kanyang surfing lifestyle. Dito ay naghahanda siya ng kanyang sariling version ng tapsilog at patok na pako salad. Si Solenn naman ay bibisita kay Nanay Pacing na sikat dahil sa kaniyang peanut butter, atsara, at coco jam.",0
"""May nakita ako doon na mga love team sa mga artista,"" Isiniwalat ni Philippine Drug Enforcement Agency (PDEA) Chief Aaron Aquino na may love team na kasama sa listahan ng mga artista na konektado sa kalakaran ng bawal na gamot. Nagbanta na rin si PDEA Chief sa mga artista na magsitino na. ""Marami na rin kaming nahuling mga artista. And 'wag n'yo nang hintayin mahuli namin kayo. 'Wag n'yong sabihin nasa hotel kayo, nasa condominium, nasa exclusive subdivision, bibirahin at bibirahin namin kayo,"" banat ni Aquino. Inudyukan din ni PDEA Chief Aquino ang mga tv networks na magsagawa ng suprise at mandatory drug testing sa mga kani-kanilang mga artista. Dapat din daw na mayroong mga PDEA personnel na su-surpervise sa testings. ""I just hope that na kung mangyari man, lahat sana ng celebrity present just to be, just to show to the public that they are clean,"" sabi ni Aquino. Magugunitang sinabi ni Aquino na may listahan sila ng mga artistang sangkot sa droga at karamihan sa mga ito ay sikat. Dismayado din siya na wholsome ang mga ginagampanang mga roles ng ilan sa mga artista sa kanilang listahan. ""Nakalagay po dito, merong user ng ecstasy, cocaine, shabu, party drugs. Karamihan party drugs. Mga sikat itong mga 31 na ito, wala akong nakikitang mga laos dito,"" pagsisiwalat ni PDEA Chief. Ayon kay Aquino, tatapusin lang daw muna nila ang narco-politician at ilalabas na rin nila ang mga pangalan ng mga hukom, celebrities at mga taga-media na sangkot sa droga. Source: GMA | PNA",1
"Usap-usapan ngayon sa social media ang umano'y panggagaya ng kinatawan ng Thailand na si Ingchanok Prasart sa ginanap na Miss Intercontinental pageant 2018 sa trademark ni Miss Universe 2018 Catriona Gray na ""lava walk."" Isang netizen sa Twitter na nagngangalang Marnie Raro ang nakapansin sa paraan ng paglalakad at pag-project ni Miss Thailand na parang kinokopya ang ""lava walk"" ni Catriona. Bukod kay Miss Thailand, napansin din ng mga netizens ang pagkopya umano sa ""Mayon Volcano gown"" ni Miss Vietnam. Aminado naman ang dalawa na labis nilang hinahangaan at inspirasyon nila si Miss Universe 2018 Catriona Gray. Halo-halo naman ang naging reaksyon ng mga netizens hinggil dito. ""So now everyone looks like Catriona Gray. From hair to stance to gowns. The influence. Only legends do that."" ""Catriona Gray's walk can never be perfect without her walking it."" ""I think so? Even the hand gesture of Miss Thailand seems copied too. Catriona Gray is indeed a queen."" ""Yet they can't copy the original. Because there will be only one Lava Walk and Catriona Gray."" ""Kayo na 'yung may mga originality... hala gawa kayo sarili niyong pageant, ano ba naman yung hayaan niyo na lang sila hays....daming toxic."" Isang patunay lamang ito na maraming mga aspiring beauty pageant candidates, hindi lamang sa Pilipinas kundi maging sa buong mundo, ang tumitingala at humahanga kay Catriona. Aminado naman dito ang marami sa mga kandidata ng naturang katatapos na pageant. Ang 47th edition ng Miss Intercontinental 2018 ay ginanap noong Enero 26, 2019, sa SM Mall of Asia Arena sa Pasay, Metro Manila, Philippines. Kinoronahan ni Miss Intercontinental 2017 Veronica Salas Vallejo ng Mexico ang kandidata ng Pilipinas na si Karen Juanita Gallman. Ito ang kauna-unahang pagkakataong naging host ang Pilipinas sa pageant na ito. Pinili ng Japan organizers ang Pilipinas na maging venue ng pageant dahil abala ang bansang Japan sa mga paghahanda para sa 2020 Summer Olympics. Narito ang buong Twitter post ng netizen:",1
"Bagamat ang orihinal na alignment ng Cavitex ay nagtatapos sa Cavite City, itinigil ng Cavitex Infrastructure Corp. (CIC) ang pagdurugtong sa expressway dahil sa luma na ang pag-aaral dito, at naiba na rin ang ruta ng biyahe ng mga motorista.",0
"Sa kabilang dako, halos mag-isa namang binalikat ng rookie na si Edward Camposano ang laban para as Red Warriors sa itinala nitong 20 puntos. Dahil sa pagkabigo, nanatiling wala pa ring panalo ang UE matapos ang anim na laro. Samantala, pinangungunahan nina University of Santo Tomas ace spiker Mark Gil Alfafara at reigning MVP Marck Espejo ang mga nangungunang kandidato para sa MVP race sa. Nangingibabaw ang Season 75 MVP na si Alfafara sa scoring sa kanyang naitalang 106 puntos na nanggaling sa 95 spikes, 8 blocks at 3 service aces habang nakasunod sa kanay si ESpejo na may 93 puntos, 8 blocks at 7 aces. Kasama nila sa top 5 best scorers sina University of the East rookie Edward Camposano (82 puntos), ng kakampi ni Alfafara na si Romnick Rico (81) at National University hitter Fauzi Ismail (76). Tatlo namang players ng Bulldogs ang siyang nangunguna sa spiking, blocks at service batay na rin sa inilabas na statistics ng league official statistician na TMX Sports. Si Ismail ang siyang namumuno sa spiking na may 56.80 success rating, habang ang Season 76 Finals MVP na si Peter Torres ang may hawak ng league-best 1.11 average per set sa blocks at si Vince Mangulabnan naman ang nangingibabaw sa service sa kanyang 0.56 average per set.",0
"Sinabi ng grupo na hiling din ng mga Pinoy mula sa Superior Court of California na pagbayarin ang kanilang employer ng hindi nabayarang sahod nila na aabot sa $700,000. Ang L' Amande, na pag-aari ng mag-asawang Goncalo at Ana Moitinho de Almeida, ay isang popular na bakery sa Los Angeles na may sangay sa Beverly Hills at Torrance. Ayon sa 11 Pinoy, nilinlang din sila ng kanilang employer sa pagkuha ng E-2 visa na nagbibigay sa kanila ng awtorisasyon sa mga banyaga na pansamantalang makapagtrabaho sa US. Sinabi ng abogado ng mga Pinoy na binantaan umano ng mga Almeida na kakasuhan ang mga Pilipino dahil sa kanilang utang na tig-$11,000 at deportasyon sa Pilipinas kung tatanggi silang ipagpatuloy ang kanilang pagtatrabaho sa bakery. Lumitaw din sa imbestigasyon ng Office of the Labor Commissioner sa Los Angeles na pinagtatrabaho sila sa bakery nang 14 oras sa sahod na $3 kada oras. Sinabi rin sa ulat na sinibak sa trabaho ang 11 Pinoy matapos matuklasan ng mag-asawang Almeida na inimbestigahan sila ng OLC.",0
"Ayon sa police report, namataan na nagsimula ang pagliliyab sa kagubatan sa Sitio Bincul sa Mangusu nitong Huwebes at kumalat sa mga kalapit na sitio. Pinaniniwalaang ang pagliliyab ay dulot ng matinding tagtuyot na nararanasan ng siyudad simula noong Nobyembre ng nakaraang taon.",0
"- Ang pagbawi sa unobligated allotments mula sa implementing agencies at pagdedeklara nito bilang savings bago pa man magtamos ang fiscal year. - Ang cross-border tranfers ng savings ng executive branch upang pondohan ang mga programa ng non-executive agencies, tulad ng lehislatura, hudikatura, ang Commission on Audit, at ang Commission on Elections. - Ang paggamit ng unprogrammed funds nang walang sertipikasyon mula sa National Treasurer na ang koleksiyon ng buwis ay lumampas na sa inasintang buwis. Gayunman, binago ng Hukuman ang mass invalidation nito sa lahat ng proyektong nasa ilalim ng DAP. Pinahintulutan nito ang pagdadagdag ng pondo para sa 116 proyekto ng DAP na mayroon nang nakalaan sa ilalim ng General Approporiations Act (GAA). Tungkol sa maraming proyektong isinagawa sa nakaraang mga taon ng DAP, itinaguyod ng Hukuman ang Doctrine of Operative Fact. Sa madaling salita, ang P144 bilyong halaga ng proyektong pang-imprastraktura at iba't ibang social at economic program na pinondohan ng DAP bago ito ipinasyang unconstitutional ay idineklarang balido. At tungkol naman sa kung sino ang dapat na managot sa unconstitutional na paggamit ng pondo ng bayan, ipinasya ng SC na ang ""may-akda"" lamang ng DAP, hindi ang ""proponents"" at ""implementors"" ang dapat managot. Kung sinasabi nila ""in good faith"" sila, kailangang patunayan iyon sa isang angkop na hukuman. Ang mga may-akda ng DAP ay sina Pangulong Aquino at Budget Secretary Florencio Abad. Sapagkat si Pangulong Aquino ay maaaring makasuhan sa impeachment proceedings, si Secretary Abad lamang ang maaaring sampahan ng kaso sa hukuman dahil sa paggamit ng bilyun-bilyong halaga ng pondo ng bayan. Ang anumang kaso laban sa Pangulo na may kaugnayan sa DAP ay maaari lamang isampa pagkatapos ng kanyang termino sa 2016. Magpahanggang ngayon, hindi pa batid kung magkano talaga ang nagastos mula sa DAP na parang ang Pangulo at ang Budget Secretary lamang ang nagdedesisyon sa mga proyekto. Sa isang pagkakataon, sinabi ng Department of Budget and Management (DBM) sa website nito na mahigit P157 bilyon ang nai-release. Sa kanyang memorandum noong Disyembre, 2013, na nagrerekomendang ihinto ang DAP, inilagay ni Secretary Abad ang halaga sa P144 bilyon. Wala pang komprehensibong pagtutuos ng DAP funds.",0
"BANTA NG PANGULO SA MAY ARI NG PHILIPPINE AIR LINES PLAY FULL VIDEO BELOW ANG BANTA NG PANGULO KAY LUCIO TAN , AT  IBA PANG MGA BALITA NGAYON.  Babala ng pangulo , bibigyan lang nya ng 10 araw ang Philippine airlines para asikasuhin ang pag babayad nito sa gobyerno",1
"Sumagot naman ang mga anak ng aktor na sina Zachary, Zelda at Cody, na si Susan ay ""adding insult to a terrible injury"" sa pamamagitan ng pagbago sa kasunduan. ""The Williams' children are heartbroken that Petitioner, Mr. Williams' wife of less than three years, has acted against his wishes by challenging the plans he so carefully made for his estate,'' sabi ng abogado ng mga bata. Ayon naman sa abogado ni Susan na si James Wagstaffe, ang kanyang kliyente ay humihimgi lamang ng gabay mula sa korte hinggil sa kahulugan ng mga kasunduan. ""This is not ugly,'' pahayag ni Wagstaffe. ""I would not say this is anticipated to be a highly contested proceeding.'' Matatandaang pumanaw si Williams noong Agosto sa kanyang Tiburon home. Ayon kay Susan, ang aktor/komedyante ay dumanas ng depresyon, anxiety at Parkinson's disease. Sumailalim si Williams sa substance abuse program bago ito pumanaw. Ayon sa ulat ng coroner, sinabi ni Susan sa isang imbestigador na hindi pumunta roon si Williams dahil sa drug or alcohol abuse, kundi para ulitin ang paggamot. Base sa dokumento sa korte, ipinagkaloob ni Williams sa kanyang mga anak ang ilan sa kanyang mga memorabilya, parangal sa entertainment industry at iba pang personal na gamit. Sinabi ito ni Susan dahil nais niyang manatili sa Tiburon home. ""Any other interpretation would lead to Mrs. Williams' home being stripped while Mrs. Williams still lives there,'' ayon sa sulat ng kanyang abogado.",0
