label,article
1,"Itinampok sa programang Tutok Erwin Tulfo ang modernong sasakyang pandagat na makakapabigay ginahawa sa mga kababayan natin. Ang MV XGC EXPRESS ay ferry ng 1Bataan Integrated Transport System. Ang ferry ay maaring magsakay ng 300 katao. Bumababiyahe ito ng apat na beses kada araw mula Pasay papuntang Orion, Bataan. Halos walang ginastos ang gobyerno sa naturang proyekto dahil nasa ilalim ito ng Publi-Private Partnership (PPP). Ayon sa Presidente ng 1Bataan Intergrated Transport System na si Attorney Gary Palmero, galing Japan ang sasakyan. Kumportable daw ang pagbiyahe sa ferry dahil hindi masikip. Mapapansin sa video na mayroon itong individual seats, fully airconditioned, may mga TV at internet connection ang MV XGC EXPRESS. May business class section din ang naturang ferry. Aabot lang sa P450 paasahe sa modernong ferry, mas mataas na kaunti sa bus na may P300 na pamasahe, pero mas maginhawa naman ang pagbiyahe. ""Ito ay binili galing Japan, at talagang pinili siya para makapagbigay ng magandang serbisyo sa taga-Bataaan at taga-Manila na din. Mas kumportable, hindi siya masikip, pwede kang matulog kung kailangan mo, lalo na paggaling ka sa trabaho. Tinake-in consideration natin ang mga pasahero natin para kakaibang experience. Kung pwede lang five-star, five-star experience,"" sabi ni Atty. Palmero. Ayon sa mga nangangasiwa sa passenger vessel, sumusunod daw sila sa regulasyon ng gobyerno at sinisigurado ang kaligatasan ng mga biyahero. ""Sumusunod kami as safety regulations... Lalo na sa operation ng passenger, laging standard. Mayroon kaming maritime, 2, minsan may pulis, may coastguard, minsan 4 ang escorts namin. Walang problema, safety ang tao,"" pahayag ni Capt. Rowy Esterella ng MV EGC EXPRESS. Basahin ang naging reaksyon ng ilang kababayan natin sa proyekto. Source: Erwin Tulfo"
1,"Sa Facebook page ng Department of Transportation (DOTr), ipinaalam ng ahensiya sa publiko ang modus ng ilang kawatan na nagnanakaw ng ng materayales at bakal sa riles ng Philippine National Railways (PNR). Huli sa akto ng PNR Civil Security Office ang 11 salarin habang binabaklas ang ang mga track materials ng PNR. Base sa impormasyon na binahagi ng DOTr, nangyari ang insidente ng pagnenenok noong Enero 10, 2019 sa PNR Carmona SPur Line. Ayon sa PNR, hahabulin nila ang sinumang grupo o mga indibiduwal na mapapatunayang nagnanakaw ng gamit ng PNR. Inanyayahan din ng PNR ang mga kababayan natin na isumbong ang mga katulad na gawain sa pinakamalapit na himpilan ng kapulisan o ng PNR. Basahin ang reaksyon ng ilang kababayan natin sa ginawa ng mga kawatan. ""good job po. putulan ng kamay ang mga magnanakaw na yan,"" - S. Nards ""Sana po maipasa na frustrated murder ang kaso ng mga illegal na nagbabaklas ng riles ng tren. Higit sa abala, delikado ang derailment accidents at nakamamatay,"" R. Sui ""Mga loko din hindi nila naisip pag gumanda na byahe ng tren dadami turista , bibili ng lupa sa lugar at magiging komersyal at trabaho,"" - E. Mendoza ""tsk tsk... tindi nyo men... buwis ng mga manggagawang Pilipino yan tapos gaganyanin nyo. Mahiya kayo!,"" - J. LRSC ""Good job sa paghuli ng mga yan! Mga anay ng lipunan.. inde magwork ng tama. Inaayos na nga riles pr mapaunlad ang bayan at mabigyan serbisyo nakakarami. Haaay naku...,"" -M. Lawas Source: DOTr"
1,"Isang masigabong palakpakan ang naging tugon ng mga nakikinig sa talumapti ni Pangulong Rodrigo Duterte nang sabihin niya na magkakaroon ng umento sa sahod ang mga guro. Sinabi ng Pangulo ang pahayag na ito sa groundbreaking ceremony ng Gregorio Del Pilar National Highschool sa Bulacan. ""I am willing to strike a deal in the presence of Seceretary Briones, sa mga maestra, you can choose a date January, bilisan lang ninyo, then we can make an agreement or manifesto, or choose whatever kind of documents, kayo ang isusunod ko this year. Kayo ang pinakamarami,"" sabi ng Pangulo. Nilinaw ng Presidente na nakaplano na talaga ang umento sa sahod ng mga public school teachers pero napilitan siyang unahin taasan ang sweldo ng mga sundalo dahil sa mga banta sa seguridad sa ating bansa. ""Inuna ko na ang sundalo dahil alam ko na ang mangyayari. Nasilip ko na ang future. And it will cost lives at marami dito ang mamamatay. Inunahan ko na sila. The intelligence, the way they are picturing it, puputok ito. Pumutok nga, kaya medyo ipit ako ma'am ,"" ani ng Presidente. Nagbabala naman ang Presidente na hindi makakatanggap ng dagdag sweldo ang mga guro na kumikiling sa mga makakaliwang grupo. ""I can maybe accomodate your representative, punta kayo sa Malacanang. Wag yung left, ayaw ko yung left. Magsabi pa sila na hindi sila komunista. Magbolahan pa tayo, galing ako diyan. I've been a socialist all my life,"" dagdag pa ng Pangulo. Plano rin raw ng Presidente na bigyan ng libreng pabahay ang mga guro at nakikipagugnayan na ito kay Budget Secretary Benjamin DIokno. Basahin ang reaksyon ng ilang kababayan natin sa naging pahayag ng Presidente. ""Kaya majority ng mga Filipino mahal po kayo tatay Digong, ok lang po sa amin kahit palagi kang nag mumura maganda namn ang inyong ginagawa sa bansa,"" - S. Villas ""Ung mga anti du30 na guro wag nyo pong tangpapin ung increase ng sahod nyo..hehehe,"" - L. Agujetas ""Kung ganun..salamat po Mr PRESIDENT... wag naman po sanang un 1000pesos na increase ay gawin ding hulugan na umabot ng 3 years bago mabuo...Tondo High School Teacher here..with 65students per section for 5sections plus 1 advisory class..tenchuuuuu,"" - L. SUmang ""sana magkatotoo. kung alam lng sana ni tatay jan nadadali ang teacher sa pagloloan, bahay, edukasyon ng anak sana my skolarship si anak ng ticher sa PAMPUBLIKONG UNIBERSIDAD,"" - J. Lai ""Napka swerte nyo Sa panahon ni dadee digs spoiled kayo. Kaya kayong mga teacher sana maganpanan nyo bilang pangalawang magulang ng mga batang estudyante at hinde mga pasaway na kung ano anong walang kwentang prodject ang hinihingi nyo Sa mga estudyante! Good job dadee digs ashiteru ,"" - M. Yosa Source: PTV"
1,"Trending ngayon ang balita tungkol sa bagong kabit na CCTV cameras sa baggage handling area ng Ninoy Aquino Interantional Airport (NAIA). Sa pamamagitan nito ay makikita na ng mga biyahero kung paano pino-proseso ng mga tauhan ng paliparan ang kanilang mga gamit mula sa baggage carousel area ng paliparan. Ipinakabit ito ng mga nangangasiwa sa paliparan para matugunan ang reklamo ng ilang pasahero. Matatandaang naging malaking isyu noong nakaraang taon ang nakawan na nangyari sa Clark International Ariport kung saan ang bagahe ng isang Overseas Filipino Worker (OFW) ay binuksan at nilimas ng ilang tauhan ng nasabing paliparan. Ayon sa ulat, mayroon isang CCTV feed monitor sa bawat carousel sa lahat ng NAIA terminals. Ang halaga ng surveillance cameras at monitor ay humigit-kumulang 1 milyon piso. ""Ang claim ng mga pasahero na dumarating ay minsan ay binabalibag ang bagahe nila at sinasabi na tina-tamper, o may mga pagna-nakaw. Isa iyan sa mga initiatives namin na ipakita sa mga dumarating na pasahero na ang mga bagahe ay dapat i-handle ng maayos... Minsan siyepmpre ang mga tao sa baba ay minsan napapagod siguro. Hindi maayos nahahawakan ang mga bagahe, ayan ho ay made-deter ho sila (dahil) buong arrival ay nakikita sila. Isa ito sa makakatulong sa pagha-handle ng mga bagahe. Pagdating dito, punit na o bukas na ang mga bagahe, may mga ganoong pangyayari. Pero dito mami-mishandle ang bagahe, maiiwasan natin 'yun,"" sabi ni Manila Internatonal Airport General Manager Ed Monreal. Ito po ang binabanggit namin na insidente ng pagnanakaw sa Clark International Airport na nag-viral noong nakaraang taon dahilan kung bakit kinansela ng Duterte Gvoernment ang kontrata ng MIASCOR, ang airport service provider ng paliparan. Panoorin kung paano tinutugunan ng Presidente ang insidente. Basahin ang ilang komento tungkol sa improvement sa NAIA mula sa mga kababayan natin. ""Nakakatuwa. Kahit hindi ako die hard ni Pres. D, hanga ako sa political will niya pati sa mga kawani niya. 1m lng pla may pagbabago na, noon billion billion ang nakukurakot wala tayo napapala. Congrats prrd,"" - M. Bartosis ""Para sa mga anti digong kung labas pasok kayo ng bansa pagawa kayo ng sariling airport wag nio idaan jan mhiya nman kayo birada ng birada sa du30 administration tpos nkikinabang nman kayo sa mga nagawa nlang improvement,"" - J. Abarquez ""Ok na ok yan! Pero mas ok kung tayong mga filipino marunong maghintay behind the yellow line hindi nmn lahat pero madami padin ang hindi sumusunod.,"" - L. Lenamae "" Tama yan lahat naka cctv at ang mga walang pusong nagnanakaw sibak agad dahil Kaming ofw dugot pawis, homesick ang puhunan para maibilhan ng konteng pasalubong ang pamilya,"" D. Bauzon ""dapat lng n ganyan kasi minsan sira2x n bagahe nmn nawawala p ang iba..binabayaran nmn yng bagahe nmn so dapat ingatan rin sana.pinaghirapan nmn yan s ibang bansa pra lng may maibigay s aming mga anak o mga pamilya,"" - L. Bebelone Source: News5 | ABS-CBN"
1,"Sa kanyang talumpati sa San Jose del Monte City, Bulacan, nagbabala si Pangulong Rodrigo Duterte na maglalabas ito ng Executive Order (eo) para tuluyan ng ipagbawal ang paggamit ng mga paputok kahit na bumaba ng husto ang mga nasugatan nitong bagong taon. Para sa Pangulo, isa sa mga rason kaya niya gustong maglabas ng kautusan ay para maprotektahan ang mga bata. Ayon pa sa Pangulo, hindi daw siya naniniawala na makakapagtaboy ng masamang espiritu ang mga paputok. ""I will issue the executive order this early para warning na doon sa lahat that I am banning firecracker altogether... I will ban firecrackers. Wala na. Bakit ako papayag na noon 700 dead tapos maski isang bata lang mawalaan ng kamay. As a president, why would I allow it?"" sabi ng Pangulo. Noong nakaraang taon, hiniling ng Palasyo sa Kongreso na magpasa ng batas para sa firecracker ban. Ayon sa Department of Health (DOH),mula Disyembre 21 hanggang Enero 4, 305 mga tao ang naitalang nasugatan dahil sa paggamit ng paputok. Ang mga datos ng mga nasugatan ngayon taon ay mas mababa kumpara sa mga nasugatan noong 2018. Matatandaang noong Hunyo 2017 ay naglabas si Pangulong Duterte ng EO No. 28 para limitahan ang paggamit ng paputok sa bansa. Ayon sa DOH, ang kautusan ng Pangulo ang isa sa dahilan kung bakit bumaba ng lubos ang mga nasugatan sa paputok. Basahin ang ilang reaksyon sa hakbang na gustong ipatupad ni Pangulong Duuterte tungkol sa pagbabawal sa mga paputok. Source: ABS | GMA | News5"
1,"""Kung ano ang puno, siya ang bunga,"" Hindi pinalagpas ng prominenteng mamamahayag na si Ben Tulfo ang nanay ng Ateneo BuIIy matapos lumabas sa exclusive interview sa GMA News para magpaumanhin sa ginawang pambubogbog ng anak nito. Sa kanyang programang Bitag LIVE nitong Enero 10, 2019, sinita ni Tulfo kung paano humingi ng paumanhin ang nanay ng Ateneo buIIy. Binanatan ni Tulfo ang paggamit ng nanay sa pagiging bata ng anak nito. ""Sabi ng nanay, hindi daw sapat 'yung masakit, or talagang gibang-giba, o devastated, kasi yung pangarap ng isang magulang sa anak ay pinutol ng Ateneo. Anak ka ng tipaklong ikaw na nanay ka rin. Doon mo makikita kung anong klaseng magulang... Ang may problema ay 'yung magulang. Kung ano ang puno, siya ang bunga. At kung ang puno ay may deperensiya, sa dahon palang makikita mo kahit wala pang bunga,"" sabi ni Tulfo. Hindi rin nakaligtas kay Tulfo si Arnold Clavio at ang asta ng paghingi ng paumanhin ng Ateneo BuIIy. ""Arnold are you listening? Kasi ang tanong mo sa bata, 'Ikaw ba ay nagsisisi sa ginawa mo'. Ang sabi ng bata, 'A-ha'. Anong 'a-ha'?... Arnold Clavio, naisahan ka ba ng bata o scripted lang ang mga tanong mo?"" dagdag pa ni Tulfo. Ito po ang exclusive interview ni GMA News talent Arnold Clavio sa mag-ina. Panoorin kung paano ginamit ng ina ang pagiging bata ng anak niya para dipensahan ito. Basahin ang reaksyon at tugon ng ilang mga netizens sa opinyon ni Mr. Tulfo. Source: BITAG"
1,"Kumakalat ngayon sa social media ang mga screenshots ng usapan ng Dilawan / anti-DU30 Blogger na si Jover Laurio (aka Pinoy Ako Blog) at ang dating financial manager ni Kris Aquino na si Nicko Falcis. Sa mga screenshots na nagva-ciral ngayon, mababasa na pino-pondohan ni Nicko ang mga Facebook posts ni Laurio upang umabot sa mas maraming tao ang mga inilalathala anti-Duterte posts ni Jover. Matatandaang naging laman ng balita kamakailan lang si Nicko dahil inakusahan ito ni Kris ng pagdispalko sa kanyang pera. Ang mga akusasyon ni Kris ay mariing pinabulaanan naman ng kampo ni Falcis. Sa isa namang screenshot, makikita na magkakasama sa isang group chat sina Jover, Nicko at Kris. ""Si Kuya, the former finance guy ni Kris Aquino, ang lumapit sayo para i boost ka? Haha ano kala mo sa mga Pilipino, naive at pinanganak kahapon! Awww ang close nyo pala, ang cute nyo! Kaya pala mega defend ni Jover Laurio si Kris Aquino against Mocha Uson, Jay Sonza, at iba pa! Ayun kahit pribadong tao tulad ng Kuya ko, nag blog si Jover at pumanig sa side ni Kris Aquino kahit presumed innocent ang Kuya ko. San na napunta ang due process na iniiyak mo against EJKs and Duterte, Jover Laurio?,"" sabi ni Attorney Jesus Falcis, ang kapatid ni Nicko Falcis. Hindi tuloy maiwasan ng pro-government blogger at university lecturer na si Sass Rogando Sasot na ikonekta si Kris sa isyu. Pinopondohan daw ba ni Kris si Jover Laurio? Isa sa mga pina-boost ni Jover ay ang artikulo nito laban kay Sasot. ""IS KRIS AQUINO FINANCING JOVER LAURIO? Jover Laurio to Nicko Falcis the ex financial guy of Kris Aquino: 'Nicko, puwede paboost naman nito, please?' Boost = pay Facebook to make sure the post reaches a lot of people. Saan kukuha ng pera si Nicko Falcis? Kailangan pa bang i-memorize yan??,"" sabi ni Sasot. Dumepensa naman si Jover sa mga ipinaparatang sa kanya. Hindi daw siya nanghihingi ng card. ""I asked a new card from you? When the screenshot reveals na nagkwento lang ako na hindi tinanggap ang card ko sa boosting hence I need a new one? Saang part diyan na humingi ako ng card sa yo?,"" sabi ni Jover. Para maging klaro sa inyo ang nangyayare, panoorin ang video sa ibaba. Source: Sass | Falcis | Byron"
1,"Sa isang pahayag, sinabi ni Communist Party of the Philippines (CPP) founder Jose Maria ""Joma"" Sison na bukas daw ang mga komunista na makipagdayalogong muli para sa usaping pangkapayapaan pero ang numero uno daw nilang paroyoridad sa taong 2019 ay ang pagtanggal kay Pangulong Rodrigo Duterte sa posisyon nito. ""The NDFP (National Democratic Front of the Philippines) is authorized to be open to peace negotiations with the current and prospective regime of the reactionary government but its principal work now is to work for the ouster of the Duterte regime,"" sabi ni Sison. Matatandaang noong nahalal bilang Pangulo si Duterte, isa sa mga gustong mangyari ng Presidente ay magkaroon ng kapayapaan sa pagitan ng gobyerno ng Pilipinas at sa mga makakaliwang grupo para mawaksan na ang 5 dekadang pag-aaklas ng mga makakaliwa. Sa katunayan, pinakawalan pa ang mga nakakulong na top leaders ng mga rebeldeng komunista para dumalo at makibahagi sa mga peace talks. Pero dahil umano sa paglabag sa mga unilateral ceasefire, nag-desisyon na ang Presidente na itigil na ang pakikipag-usap sa mga rebelde. Matatandaang hindi tumugon ang Duterte Government sa dineklarang unilateral ceasefire ng mga bandido nitong holiday season. Ayon kay Departmet of National Defense Secretary Delfin Lorenzana, gagamitin lang daw ito ng mga rebelde para mandukot ng mga tropa ng gobyerno. Kamakailan lang ay hiniling ng gobyerno sa korte na ideklara bilang terorista ang CPP at ang armed wing nito na New People's Army (NPA). Basahin ang ilan sa mga reaksyon ng mga kababayan natins a binabalak ni Sison at ng mga alpores nito. Alam niyo na kung sino ang makikinabang pag natanggal si Pangulong Duterte sa pwesto kung sakali. Source: CNN Philippines"
1,"Maari umanong mapulbos na ng tuluyan ang mga New People's Army (NPA) sa Agusan Del Norter at Bukidnon ngayong 2019. Ito ay pahayag ni 4th Infantry Division Commander Major General Ronald Villanueva sa panayam sa kanya sa media company na DZRH. Ayon kay Major General Villanueva, madami-dami na daw nagawang hakbang ang kasundluhan para makubkob ang mga rebeldeng komunista sa mga nasabing lalawigan, kaya lubos na naniniwala ang 4th infantry division na mapupuksa na ng tuluyan ang mga bandido grupo ngayong taon. ""Possible. Kasi sa 2018 pa lang ay malaki-laki na ang nagawa natin. It is just a foloow-up or sustained the efforts of the military. This year, this should be complimented bu a whole-of-government or a whole-of-nation approach,"" sabi ni Villanueva. Kamakailan lang ay binanggit ni dating Armed Forces of the Philippines (AFP) Chief of Staff General Carlito Galvez Jr., na mauubos na nga ang mga bandido ngayong 2019. Ang kampanya laban sa mga NPA ay ipinangakong itutuloy naman ng kasalukuyang Chief of Staff ng AFP na si Lt. Gen. Benjamin Madrigal Jr. Ang pagpuksa sa mga rebeldeng komunista ay alinsunod din sa kautusan ni Pangulong Rodrigo Duterte. Sa kaugnay na balita, 2 ang nadedo sa panig ng mga NPA sa mabundok na bahagi ng Bukidnon at ng Agusan Del Sur matapos matuklasan ang lungga ng mga NPA. Nakumpiska sa nasabing lugar ang ilang armas. Basahin ang naging reaksyon ng ilang kababayan natin tungkol sa magiging lagay ng mga NPA sa 2019. Source: DZRH"
1,"Sa talumpati ni Pangulong Rodrigo Duterte para sa pagbubukas ng NLEX HARBOR LINK SEGMENT 10 PROJECT , ipinaalam ng Presidente sa publiko na hindi dapat ikini-credit ang mga proyekto ng gobyerno kahit kaninuman. ""Before anything I""d like to talk about this penchant of political commentators and politicians themselves, to just say a few words for them, that we are not into a claim and credit syndrome,"" ani Presidente Duterte. Ang dapat daw bigyan ng pasasalamat ay ang mga taong nakibahagi para maisakatuparan ang proyekto at ganun din ang mga Pilipino. ""All of the projects that we undertake and will do for the rest of my term be - -- give our gratitude to the builders, to the contractors, the partners of government and to -- we place it in the name of the people of the Republic of the Philippines.,"" ayon pa sa Pangulo. Ang mga proyekto daw ay naging posible dahil sa pera ng taumbayan kaya hindi dapat ito ikredito kahit kanino. ""We do not claim any... Just because we mentioned it in passing sometimes it""s not because that we are claiming any credit. Nobody can claim credit in the name of the people, it is their money and for all of us. Iyon lang ho just a reminder to...,"" dagdag pa ng Presidente. Ang NLEX HARBOR LINK SEGMENT 10 PROJECT ay ang bagong expressway na na magiging daan para mapabilis ang biyahe ng mga motorista mula Valenzuela patungo ng Camloocan. Ayon kay Department of Pubic Works and Highways (DPWH) Secretary Mark Villar, ang biyahe daw na isang oras dati ay matatapyas ng husto at magiging 5 minuto na lang. Ang expressway ay may anim na lanes. Source: VOVph"
1,"Sa panayam kay Department of Labor and Employment (DOLE) Undersecretary Jacinto Paras sa programa ng mamamahayag na si Erwin Tulfo, isiniwalat ni Paras na si Senador Antonio Trillanes daw ang magiging nominee ng MAGDALO Partylist group para sa kongreso. ""Siguro Erwin baka pwedeng tulungan kasi napakalakas ng appeal mo sa publiko. Tulungan natin na huwag iboto itong Mr. Trillanes. Kasi ngayon pagka-senador, lumipat naman sa pagka party-list member. Hindi siya nag-file pero nag-substitute siya at nag giveway ang isang MAGDALO member. Paano magtatrabaho ito kung haharapin niya ang karami-raming kaso pagkatapos niya maging senador,"" sabi ni Paras. Natanong tuloy ni Tulfo kung saan nakuha ni paras ang impormasyon niya tungkol kay Trillanes. Magugunitang sinabi ni Trillanes na hindi siya tatakbo sa anumang posisyon pagkatapos ang termino niya sa senado. Ang maikling sagot ni Paras ay sinungaling daw si Trillanes ""Sinungaling iyan siya eh! Sinasabi niya maraming pera ang ating Pangulo pero hindi niya na-aprubahan,"" ani Paras. Basahin ang reaksyon ng ilang kababayan natin sa pagbubunyag ni Usec. paras. ""Binoto ko yang hayop na yan noong 2013, nagsisisi talaga ako. But this time kilala na pagiging hayop at demonyo ng trililing na yan. No way,"" sabi ni N. AlaCabs. ""Pag yan nanalo pa, wala na ko masasabi sa mga kapwa natin pilipino! No to trillianes No to magdalo party list,"" sabi ni A. Bogs. ""Katakut takot kpag nanalo yang Magdalo Partylist na yan...Si trillanes kasi imbes mgtrabaho ng maayos,malamang kung anu ano na nmang mga issues against administration ang ippadiscuss nyan sa congress.kaya ang bagal ng pag-asenso d2 sa atin kasi kung anu ano pa ang mga isinisingit na issues pra pagusapan. Kung gus2 mkatulong tlaga sa bansa,gawin nya ito ng tama at sa tamang paraan. Pampagulo lang si trillanes sa pag-angat ng bansa ntin e,"" sabi ni E. Mirabel. ""kilala na ng tao si trillanes panahon na para bomoto tayo ng mga bgong karapat dpt.wag na tayong pagamit sa,mga paawa ng mga katulad ni trilling kya nanalo yan ay dahil ndala tayo sa awa sa knya.isama na yamg.pangalan.na yan sa inidero doon.yan.bgat para umusad at umunllad pa,lalo ang MAHARLIKANG PILIPINAS,"" sabi ni R. Llanita. Source: Erwin Tulfo"
1,"Sapul sa lente ng TV Crew ang ginagawang pagdumi ng isa nating kababayan sa may breakwater sa may Baseco Beach. Kinilala ang dumumi sa may Baseco Beach na si April Dela Cruz. Ayon kay Dela Cruz, nagpapahangin lang daw siya nang biglang sumakit ang bahagi ng kanyang katawan. Kahit ganun pa man hindi pa rin alintana ng ilang kababayan natin na lumangoy dito. Pinaalalahanan naman ng otoridad ang mga kababayan natin na huwag munang lumangoy sa Manila Bay dahil peligroso pa ito habang hindi pa tuluyang nalilinis. Magugunitang nagkaroon pa ng bayanihan para sa clean-up ng Baseco beach. Kaya hindi napigilan ng ilang kababayan natin na batikusin si Dela Cruz. ""Para kang nag hilamos sa inidoro na mas malinis ng konti. Typical squatter lalo na yung bakla,"" sabi ni M. Adonis. ""Yaks kadiri Kong saan saan nalang dudumi kaloka... Tapos sisi nu Kay pangulo lahat n a probelma NG bansa... Dapat simula mismo sa mga sarili natin... Hindi Na tayo bata Para mag isip bata...,"" sabi ni P. Maluyamaluya. ""Ambaboy nung bakla amputa! Ang tanda mo na alam mo na siguro kung saan ka dapat dumudumi hinayupak ka! babuuy!!! eeeeewww!!!!,"" sabi ni A. Villegas. ""Wala na sanang kaso maligo gusto niyo yan eh..ayaw papigil basta hwg niyo lng lapastanganin at babuyin ang dagat hwg na kayong nagkakalat nakita niyo nmn malinis na yan... respeto lng sana sa kalikasan..,"" sabi ni N. Dale. ""prang aso lang c bakla ang galing ano po. dhil yan kasuhan ng gobyerno gawing janitor fish s baseco! nililinis nga tataihan mo nman dugyot.,"" sabi ni D. Yalong. ""NAGPAHANGIN LANG KASI NAMAN. SIYEMPRE PINASOK NG LAMIG HAHAAHAH SUMAKIT AHAHHHAH,"" sabi ni C. Norombaba. ""Ang lapit ng robinson d ka maka punta.don ka mag cr libre lng doon. Elagay sa tama ang basura,"" sabi ni C. Buizon. Source: ABS"
1,"Pinangunahan ni Pangulong Rodrigo DUtert eang pagbubukas ng NLEX Harbor Link Segment 10. Ito ay isang 5.65-kilometer elevated expressway na kokonekta sa Valuenzuela hanggang Caloocan. Ang kalsada ay mayroong din anim na linya. Ayon kay Department of Public Works and Highways (DPWH) Secretary, Mark Villar, ang isang oras na biyahe daw mula sa Valenzuela papuntang Caloocan ay magiging 5 minuto na lang. Sa talumpati ni Presidente Duterte sa pagbubukas ng expressway, tinawag niya itong ""heaven"". ""This will definitely improve access and mobility in the area and result in greater socio-economic gains for our industries and communities. I am hopeful that the remaining portions of the NLEX Harbor Link Project will be completed within the next two years,"" sabi ng ating Pangulo. 60 kph ang minimum speed limit sa naturang kalsada at ang maximum naman ay 80 kph para sa mga trucks at 100 kph sa mga class-1 na sasakyan. Ayon kay Villar, inaasahan nilang 30,000 na sasakyan ang dadaan sa bagong expressway. Magiging libre sa loob ng 3 linggo ang pagdaan Harbor Link ""Kaya ang tawag dito ay harbor Link dahil connected sa port. And ang expectation namin ay more than 30,000 a day ang dadaan sa Harbor Link. So napakalaking bagay sa decongestion ng Metro manila,"" ani DPWH Sec. Villar. Panoorin ang talumpati ni Pangulong Duterte sa pagbubukas ng Harbor Link. Source: GMA | CNN Philippines | Presidential Communications | Mark Villar"
1,"50 armadong rebeldeng komunistang New People's Army ang namerwisyo sa Mindoro. Winasak at sinunog lang naman nila ang hydro power project site ng Sta. Clara Power Corp (SCPC). Pinasok daw ng mga rebelde ang SCPC Power Plant compound ng alas-3 ng hapon at sinunog ang power plant. Ilan pa sa mga sinunog ng mga makakaliwang rebelde ay 3 Volvo articulated dump trucks, 1 backhoe, 2 KIA service vehicles, 1 fuel truck, 2trucks, 2 loaders, 2 transit mixers, 2 mobile cranes, 1 crawler crane, 1 batching plant at 1 crushing plant. Kinundina naman ni Maj. Gen. Rhoderick M. Parayno ang kabalbalang pinagagawa ng NPA. Ayon kay Parayno, paglabag sa International Humanitarian Law ang ginawa ng NPA. ""The NPAs have violated, and is continuously violating IHL to prevent the people to develop, enjoy development and remain poor and hard up so that they will forever be under the clutches of insurgency,"" banat ni Parayno. Ayon naman kay Commander of the 203rd Brigade Col. Marceliano V. Teofilo, ang elektrisidad na malilikha sana ng planta ay makatutulong sana sa mga tribal communities. Ginawa din daw ito ng NPA para lituhin ang mga tropa ng gobyerno na humahabol sa mga terorista. ""The Communist NPA Terrorists have already destroyed it and they are hampering the developments in Mindoro province,"" sabi ni Teofilo. Base pa sa ulat ng Philippine News Agency, ninakaw din ng mga rebelde ang apat na laptops, dose na handhel radios, dalawang cellphones, isang shotgun at isang 9-mm na pistola. Ang NPA ay ang armed-wing ng Communist Party of the Philippines (CPP). Ang CPP ay itinatag ni Jose Maria Sison na kasalukuyang nasa Netherlands. Source: PNA"
1,"Nasakote sa isinagawang buy-bust operation ng Phiippine Drug Enforcement Agency (PDEA) si Dr. Banjo Rufo De Guzman, isang emplyado ng Department of Health (DOH). Isinagawa ang operasyon sa mismong condo unit ni De Guzman. Sa ilang ebidensiya at video na nakuha ng PDEA, mapapanood na nakahubad pa si De Guzman habang nagtuturok ng bawala na gamot sa sarili. 50 gramo ng shabu, 5 bote ng ecstacy ang nakumpiska sa bahay ni De Guzman ""Siya yung supplier and at the same time siya yung nag-aadminister nginjectible shabu... May mga info kasi kami na afte nila gumamit ay nagse-sexual orgy sila,"" sabi ni PDEA Special Enforcement Service Director Levi Ortiz. Arestado din sa opersyon ang university varsity player na si Angela Flores. Nasakote din si Francis Fajardo na isang events organizer. Si Fajardo daw ang supplier ng mga droga sa mga concerts. Ayon kay De Guzman, user lang daw siya at nahihiya siya sa kanyang pinagta-trabahuan. ""Kahihiyan sa work. Nag-use po ako. Hindi po ako supplier,"" ani De Guzman. Basahin ang reaksyon ng ilang kababayan natin sa balitang pagkakasangkot ng doktor sa kalakaran ng bawal na gamot. ""Naalala ko nung elementary ako.. May subject kami DARE. at ang slogan 'say no to drugs'...nagtataka ako sa inyo mga users kayo. Alam na ninyong masama ang dulot. Sige pa rin kayo. Dumaan ako nghighschool at college. At meron ako maging mga kaibigan at kaklase. Talaga nmn mga user at mga adik. Pero hindi ako sumasama sa masama ng gawa nila. Kaya ako hindi ko hinanap yan. Dahil nasa tao yan. Lagi natin tatandaan. Sa droga walang panalo lagi kang talo.. Walang successful. Stop na. Finish na.,"" sabi ni M. Gahaman. ""SAYANG Lang DIPLOMA nimo DOCTOR...Walang UTAK ka pla..kasing laki lng ng mongo UTAK mo...mabuti pa akong walang DIPLOMA..dahil ALAM kung MALING MALI ANG DRUGA,"" sabi ni A. Medidas. ""DOH doctor pasimono?saan nayong mga educate nyo sa tao na ang drugs ay makakamatay?bakit buhay kapa?,"" sabi ni C. CUbin. Source: ABS"
